Disease1	Disease2	weight	comorbid	colors	pathway
A71	C73	0.711898395721925	no	#4A74A9	Autophagy
C14	K13	0.838235294117647	no	#4A74A9	Autophagy
C15	C34	0.789377289377289	no	#4A74A9	Autophagy
C16	C18	0.681853281853282	no	#4A74A9	Autophagy
C16	C25	0.812316715542522	no	#4A74A9	Autophagy
C18	C34	0.495253164556962	no	#4A74A9	Autophagy
C38	C74	0.906593406593407	no	#4A74A9	Autophagy
C49	C71	0.769714562167392	no	#4A74A9	Autophagy
C49	G30	0.656855235802604	no	#4A74A9	Autophagy
C71	G30	0.585776246577871	no	#4A74A9	Autophagy
C73	K13	0.956043956043956	no	#4A74A9	Autophagy
C73	L40	0.626148627813753	no	#4A74A9	Autophagy
D45	R65	0.832862789384528	no	#4A74A9	Autophagy
D82	R65	0.729489795918367	no	#4A74A9	Autophagy
L40	L70	0.717829457364341	no	#4A74A9	Autophagy
L40	L71	0.671662041319766	yes	#4A74A9	Autophagy
A71	B19	0.77332035053554	no	#4A74A9	Cell Cycle
A71	C14	0.458048403209693	no	#4A74A9	Cell Cycle
A71	C15	0.486690937304169	no	#4A74A9	Cell Cycle
A71	C73	0.727772902772903	no	#4A74A9	Cell Cycle
A71	L70	0.500362976406534	no	#4A74A9	Cell Cycle
A71	L71	0.595148620073844	no	#4A74A9	Cell Cycle
A71	R65	0.398889659958362	no	#4A74A9	Cell Cycle
A90	C15	0.763709677419355	no	#4A74A9	Cell Cycle
A90	C84	0.73446088794926	no	#4A74A9	Cell Cycle
A90	L40	0.677702996092054	no	#4A74A9	Cell Cycle
A90	R65	0.753911806543385	no	#4A74A9	Cell Cycle
B19	C14	0.601187582471005	no	#4A74A9	Cell Cycle
B19	C15	0.692276144907724	no	#4A74A9	Cell Cycle
B19	C16	0.543831640058055	no	#4A74A9	Cell Cycle
B19	C22	0.42955488764849	no	#4A74A9	Cell Cycle
B19	C49	0.453184910327768	no	#4A74A9	Cell Cycle
B19	C64	0.480207841284837	no	#4A74A9	Cell Cycle
B19	C73	0.69758545849159	no	#4A74A9	Cell Cycle
B19	C74	0.664742418706613	no	#4A74A9	Cell Cycle
B19	C84	0.513076505697233	no	#4A74A9	Cell Cycle
B19	L70	0.596838301716351	no	#4A74A9	Cell Cycle
C11	C14	0.556849245722385	yes	#4A74A9	Cell Cycle
C11	C15	0.532740993184031	no	#4A74A9	Cell Cycle
C11	C16	0.626631963393644	no	#4A74A9	Cell Cycle
C11	C18	0.621451207968062	no	#4A74A9	Cell Cycle
C11	C22	0.68235130927978	no	#4A74A9	Cell Cycle
C11	C25	0.469737458977965	no	#4A74A9	Cell Cycle
C11	C34	0.73741601343785	no	#4A74A9	Cell Cycle
C11	C38	0.727058000174963	no	#4A74A9	Cell Cycle
C11	C49	0.616705399863295	no	#4A74A9	Cell Cycle
C11	C64	0.558592132505176	no	#4A74A9	Cell Cycle
C11	C71	0.572187367328648	no	#4A74A9	Cell Cycle
C11	C73	0.662236286919831	no	#4A74A9	Cell Cycle
C11	C74	0.595612736023695	no	#4A74A9	Cell Cycle
C11	C84	0.746734397677794	no	#4A74A9	Cell Cycle
C11	L40	0.673166533730742	no	#4A74A9	Cell Cycle
C11	L70	0.577910292973814	no	#4A74A9	Cell Cycle
C11	L71	0.569034622284994	no	#4A74A9	Cell Cycle
C14	C15	0.707184682490719	no	#4A74A9	Cell Cycle
C14	C16	0.701004002060645	no	#4A74A9	Cell Cycle
C14	C18	0.655183862118847	no	#4A74A9	Cell Cycle
C14	C22	0.633797670682131	no	#4A74A9	Cell Cycle
C14	C25	0.510146495839927	no	#4A74A9	Cell Cycle
C14	C34	0.686717743575835	no	#4A74A9	Cell Cycle
C14	C38	0.662937769579253	no	#4A74A9	Cell Cycle
C14	C49	0.646844177614908	no	#4A74A9	Cell Cycle
C14	C64	0.547336666279677	no	#4A74A9	Cell Cycle
C14	C67	0.640940766550523	no	#4A74A9	Cell Cycle
C14	C71	0.57510184027252	no	#4A74A9	Cell Cycle
C14	C73	0.736855246523388	no	#4A74A9	Cell Cycle
C14	C74	0.558345467592818	no	#4A74A9	Cell Cycle
C14	C84	0.435050774784494	no	#4A74A9	Cell Cycle
C14	G71	0.419793085269956	no	#4A74A9	Cell Cycle
C14	K12	0.67174077953979	no	#4A74A9	Cell Cycle
C14	K13	0.852060342209173	no	#4A74A9	Cell Cycle
C14	K70	0.560054525344144	no	#4A74A9	Cell Cycle
C14	L40	0.614806389366673	no	#4A74A9	Cell Cycle
C14	L70	0.703880225262977	no	#4A74A9	Cell Cycle
C14	L71	0.571932084544299	no	#4A74A9	Cell Cycle
C14	Q98	0.536460865337871	no	#4A74A9	Cell Cycle
C15	C16	0.630932690284678	yes	#4A74A9	Cell Cycle
C15	C18	0.706097759967821	no	#4A74A9	Cell Cycle
C15	C22	0.705154055072577	no	#4A74A9	Cell Cycle
