Disease1	Disease2	weight	comorbid	colors	pathway
A71	C73	0.385837487291607	no	#4A74A9	Autophagy
A71	C92	0.0251840439307168	no	#4A74A9	Autophagy
A90	C74	0.0182534133499889	no	#4A74A9	Autophagy
A90	K13	0.00531404606215601	no	#4A74A9	Autophagy
B19	I42	-0.122363188387648	no	#B64539	Autophagy
B19	L71	0.337096717125603	no	#4A74A9	Autophagy
C11	I63	-0.0416710628438202	no	#B64539	Autophagy
C11	K13	-0.00837458996623376	no	#B64539	Autophagy
C11	N19	0.0224961309661938	no	#4A74A9	Autophagy
C11	Q98	0.00154805572142515	no	#4A74A9	Autophagy
C14	C15	0.250613762107831	no	#4A74A9	Autophagy
C14	C73	0.393221768333334	no	#4A74A9	Autophagy
C14	C92	0.0150804287317677	no	#4A74A9	Autophagy
C14	K13	0.402439804911855	no	#4A74A9	Autophagy
C15	C34	0.485586911046528	no	#4A74A9	Autophagy
C15	L40	0.32873979625626	no	#4A74A9	Autophagy
C16	C25	0.426053221056682	no	#4A74A9	Autophagy
C18	C34	1	no	#4A74A9	Autophagy
C18	C92	-0.0595887187808398	no	#B64539	Autophagy
C18	I48	-0.0102087335269127	no	#B64539	Autophagy
C22	I48	-0.0493912477465068	no	#B64539	Autophagy
C22	K70	0.430125722305105	yes	#4A74A9	Autophagy
C25	G20	0.00674299850561933	no	#4A74A9	Autophagy
C34	C38	0.48929561779525	yes	#4A74A9	Autophagy
C34	C73	0.535465552775838	no	#4A74A9	Autophagy
C34	L40	0.827332704626028	no	#4A74A9	Autophagy
C38	K13	0.178692191288221	no	#4A74A9	Autophagy
C49	C71	0.873070305349731	no	#4A74A9	Autophagy
C61	C64	-0.01788955496376	no	#B64539	Autophagy
C61	D82	-0.00523868205456834	no	#B64539	Autophagy
C64	C73	0.531508434805048	no	#4A74A9	Autophagy
C73	K13	0.222438040562933	no	#4A74A9	Autophagy
C73	K70	0.454744560009094	no	#4A74A9	Autophagy
C73	L40	0.565468046879553	no	#4A74A9	Autophagy
C73	L70	0.494371085173399	no	#4A74A9	Autophagy
C74	G71	-0.11004488090046	no	#B64539	Autophagy
C82	I48	0.0113674256922746	no	#4A74A9	Autophagy
C92	L71	0.0454873176361939	no	#4A74A9	Autophagy
C93	D82	-0.0914079946999863	no	#B64539	Autophagy
D45	D47	0.181393085290911	yes	#4A74A9	Autophagy
D45	N02	-0.0616892145312134	no	#B64539	Autophagy
D46	L70	-0.0543967014865409	no	#B64539	Autophagy
D46	N19	0.0275255767161117	no	#4A74A9	Autophagy
D47	K13	-0.0109420741152729	no	#B64539	Autophagy
D47	Q98	0.00842799620440478	no	#4A74A9	Autophagy
D75	I42	-0.00239046878075393	no	#B64539	Autophagy
D75	L70	-0.0956954032040338	no	#B64539	Autophagy
D75	L71	-0.00993275673154291	no	#B64539	Autophagy
F17	I42	-0.0402351301153085	no	#B64539	Autophagy
F20	L71	0.0282296308794124	no	#4A74A9	Autophagy
F20	R65	0.0130581551973693	no	#4A74A9	Autophagy
G71	I42	-0.0509650187722742	no	#B64539	Autophagy
G71	I48	-0.0656169836419572	no	#B64539	Autophagy
I63	J84	-0.107588627488297	no	#B64539	Autophagy
J84	R65	0.0107738257910165	no	#4A74A9	Autophagy
K13	L71	0.00717469565257038	no	#4A74A9	Autophagy
L40	L70	0.804751837408276	no	#4A74A9	Autophagy
L40	L71	0.66071729965002	yes	#4A74A9	Autophagy
L71	N02	0.017226682138666	no	#4A74A9	Autophagy
A71	B19	0.300323322656215	no	#4A74A9	Cell Cycle
A71	C14	0.247116096761968	no	#4A74A9	Cell Cycle
A71	C73	0.331563827903902	no	#4A74A9	Cell Cycle
A71	K12	0.117250001375106	no	#4A74A9	Cell Cycle
A71	L70	0.169700398877961	no	#4A74A9	Cell Cycle
A71	L71	0.283345234958529	no	#4A74A9	Cell Cycle
A71	R65	0.19049842042988	no	#4A74A9	Cell Cycle
A90	C15	0.0756945068816011	no	#4A74A9	Cell Cycle
A90	C34	0.10768700030556	no	#4A74A9	Cell Cycle
A90	C84	0.143133570608504	no	#4A74A9	Cell Cycle
A90	K70	0.0929151224959378	no	#4A74A9	Cell Cycle
A90	L40	0.111955096829824	no	#4A74A9	Cell Cycle
A90	R65	0.128943824951304	no	#4A74A9	Cell Cycle
B17	D45	0.024444282725688	no	#4A74A9	Cell Cycle
B17	G30	0.0592656467253955	no	#4A74A9	Cell Cycle
B17	N02	-0.00167042473133011	no	#B64539	Cell Cycle
B19	C14	0.264565528725586	no	#4A74A9	Cell Cycle
B19	C73	0.229285881015003	no	#4A74A9	Cell Cycle
B19	C84	0.167576485568646	no	#4A74A9	Cell Cycle
B19	C92	-0.0187961345896365	no	#B64539	Cell Cycle
B19	E11	-0.00913210840897479	no	#B64539	Cell Cycle
B19	G71	0.102690457393978	no	#4A74A9	Cell Cycle
B19	K13	0.100327727218097	no	#4A74A9	Cell Cycle
B19	L70	0.155889942113921	no	#4A74A9	Cell Cycle
C11	C15	0.0786891649055105	no	#4A74A9	Cell Cycle
C11	C18	0.0685799799450318	no	#4A74A9	Cell Cycle
C11	C22	0.0759109860957863	no	#4A74A9	Cell Cycle
C11	C34	0.204130802105697	no	#4A74A9	Cell Cycle
C11	C38	0.134940540254104	no	#4A74A9	Cell Cycle
C11	C49	0.116534453987906	no	#4A74A9	Cell Cycle
C11	C64	0.0787790281332242	no	#4A74A9	Cell Cycle
C11	C71	0.0722300681450851	no	#4A74A9	Cell Cycle
C11	C73	0.0945056636181285	no	#4A74A9	Cell Cycle
C11	C74	0.0595387736561958	no	#4A74A9	Cell Cycle
C11	C82	-0.0125059236794058	no	#B64539	Cell Cycle
C11	I42	0.000715614906528617	no	#4A74A9	Cell Cycle
C11	L40	0.0976454190651417	no	#4A74A9	Cell Cycle
C11	L70	0.03318597521446	no	#4A74A9	Cell Cycle
C11	L71	0.0832030623984832	no	#4A74A9	Cell Cycle
