Disease1	Disease2	weight	comorbid	colors	pathway
A71	Q96	0.557694680982352	no	#4A74A9	Autophagy
A90	R65	0.566894664842681	no	#4A74A9	Autophagy
C14	C73	0.45770168107616	no	#4A74A9	Autophagy
C14	K13	0.730265567765568	no	#4A74A9	Autophagy
C16	C18	0.524103255235331	no	#4A74A9	Autophagy
C18	K51	0.477843096296738	no	#4A74A9	Autophagy
C18	K58	0.512870275791624	no	#4A74A9	Autophagy
C22	C34	0.408356348141719	no	#4A74A9	Autophagy
C22	C50	0.466652640437618	no	#4A74A9	Autophagy
C34	C38	0.461168716678561	yes	#4A74A9	Autophagy
C34	C50	0.557422809073328	no	#4A74A9	Autophagy
C50	C56	0.444883769508519	no	#4A74A9	Autophagy
C53	M32	-0.491079494128275	no	#B64539	Autophagy
C53	N80	-0.436031009663548	no	#B64539	Autophagy
C71	F20	0.578059440559441	no	#4A74A9	Autophagy
C71	G30	0.575546783313774	no	#4A74A9	Autophagy
C73	N30	0.492661421595225	no	#4A74A9	Autophagy
D45	D47	0.795292829775588	yes	#4A74A9	Autophagy
D45	D75	0.720009483167378	yes	#4A74A9	Autophagy
D46	D86	0.658724202626642	no	#4A74A9	Autophagy
D47	D75	0.689721254355401	yes	#4A74A9	Autophagy
D82	R65	0.699392409259861	no	#4A74A9	Autophagy
F17	N80	0.594256915142991	no	#4A74A9	Autophagy
F20	G30	0.831693356485948	no	#4A74A9	Autophagy
F31	G30	0.665224681421864	no	#4A74A9	Autophagy
J44	R65	0.564011691633175	no	#4A74A9	Autophagy
J45	N80	-0.547790941626558	no	#B64539	Autophagy
K50	L40	0.517120583173028	yes	#4A74A9	Autophagy
K51	K58	0.784105642256903	yes	#4A74A9	Autophagy
K51	L40	0.527868573374191	no	#4A74A9	Autophagy
K51	N30	0.512412587412587	no	#4A74A9	Autophagy
K58	N30	0.538786482334869	no	#4A74A9	Autophagy
M32	N19	0.547230940568999	yes	#4A74A9	Autophagy
M32	R65	0.523379970544919	no	#4A74A9	Autophagy
M35	N19	-0.572782378553744	no	#B64539	Autophagy
N19	N80	0.570663956639566	no	#4A74A9	Autophagy
N80	Q96	0.465456282847587	no	#4A74A9	Autophagy
A71	A90	0.358966688428133	no	#4A74A9	Cell Cycle
A71	B17	-0.341549211186498	no	#B64539	Cell Cycle
A71	C14	0.36096867665914	no	#4A74A9	Cell Cycle
A71	C16	0.207008009841132	no	#4A74A9	Cell Cycle
A71	C22	0.235635897072599	no	#4A74A9	Cell Cycle
A71	C34	0.256692931607021	no	#4A74A9	Cell Cycle
A71	C38	0.375273871346803	no	#4A74A9	Cell Cycle
A71	C43	0.431065816199266	no	#4A74A9	Cell Cycle
A71	C50	0.299674019848283	no	#4A74A9	Cell Cycle
A71	C56	0.357430932239116	no	#4A74A9	Cell Cycle
A71	C64	0.204720765195927	no	#4A74A9	Cell Cycle
A71	C67	0.410543403964457	no	#4A74A9	Cell Cycle
A71	C73	0.578654010564301	no	#4A74A9	Cell Cycle
A71	C74	0.358560375965694	no	#4A74A9	Cell Cycle
A71	C79	0.406329728704231	no	#4A74A9	Cell Cycle
A71	C92	-0.352882564096013	no	#B64539	Cell Cycle
A71	F17	0.338089380893809	no	#4A74A9	Cell Cycle
A71	I21	0.553281972265023	no	#4A74A9	Cell Cycle
A71	J32	0.346723617209477	no	#4A74A9	Cell Cycle
A71	J44	0.36066447894834	no	#4A74A9	Cell Cycle
A71	J45	-0.369473770126417	no	#B64539	Cell Cycle
A71	K50	0.422684635297701	no	#4A74A9	Cell Cycle
A71	K51	0.45918520347467	no	#4A74A9	Cell Cycle
A71	K58	0.418242645828853	no	#4A74A9	Cell Cycle
A71	L20	0.483451847106556	no	#4A74A9	Cell Cycle
A71	L40	0.430661934920438	no	#4A74A9	Cell Cycle
A71	M32	0.379376898484299	no	#4A74A9	Cell Cycle
A71	M35	-0.30004652190298	no	#B64539	Cell Cycle
A71	N19	0.329981664399361	no	#4A74A9	Cell Cycle
A71	N30	0.568320041211337	no	#4A74A9	Cell Cycle
A71	N80	0.292420094105062	no	#4A74A9	Cell Cycle
A71	Q96	0.41533038274603	no	#4A74A9	Cell Cycle
A71	R65	0.405997191669772	no	#4A74A9	Cell Cycle
A90	C11	0.412547827741708	no	#4A74A9	Cell Cycle
A90	C14	0.421655306088681	no	#4A74A9	Cell Cycle
A90	C16	0.340843619120967	no	#4A74A9	Cell Cycle
A90	C18	0.277184150022842	no	#4A74A9	Cell Cycle
A90	C22	0.417369743454113	no	#4A74A9	Cell Cycle
A90	C25	0.279610935029441	no	#4A74A9	Cell Cycle
A90	C34	0.427568818975424	no	#4A74A9	Cell Cycle
A90	C50	0.499235976309926	no	#4A74A9	Cell Cycle
A90	C53	0.351101614277596	no	#4A74A9	Cell Cycle
A90	C56	0.476412550990162	no	#4A74A9	Cell Cycle
A90	C64	0.210382668556388	no	#4A74A9	Cell Cycle
A90	C73	0.476029693429043	no	#4A74A9	Cell Cycle
A90	C74	0.40548434114198	no	#4A74A9	Cell Cycle
A90	C79	0.393655193547938	no	#4A74A9	Cell Cycle
A90	D75	0.457097283849945	no	#4A74A9	Cell Cycle
A90	D82	0.224501415017529	no	#4A74A9	Cell Cycle
A90	D86	0.37590344944531	no	#4A74A9	Cell Cycle
A90	G12	0.397166934110119	no	#4A74A9	Cell Cycle
A90	J44	0.400412796697626	no	#4A74A9	Cell Cycle
A90	J45	0.350785416288772	no	#4A74A9	Cell Cycle
A90	K50	0.553517593635011	no	#4A74A9	Cell Cycle
A90	K51	0.385019271631418	no	#4A74A9	Cell Cycle
A90	K58	0.310077251931298	no	#4A74A9	Cell Cycle
A90	L20	0.325127798977608	no	#4A74A9	Cell Cycle
A90	L40	0.572077255867949	no	#4A74A9	Cell Cycle
A90	M32	0.564464310987404	no	#4A74A9	Cell Cycle
A90	N30	0.309300854816051	no	#4A74A9	Cell Cycle
A90	R65	0.639121885934787	no	#4A74A9	Cell Cycle
B17	D46	-0.625408163265306	no	#B64539	Cell Cycle
B17	M32	-0.503131972297811	no	#B64539	Cell Cycle
B17	N19	-0.34288809502315	no	#B64539	Cell Cycle
B17	N80	-0.278465153771925	no	#B64539	Cell Cycle
B17	Q96	-0.510659650333563	no	#B64539	Cell Cycle
B44	C11	-0.618488943488943	no	#B64539	Cell Cycle
