Disease1	Disease2	weight	comorbid	colors	pathway
A71	K58	0.422291204679414	no	#4A74A9	Autophagy
A71	N80	0.271666301327521	no	#4A74A9	Autophagy
A71	Q96	0.48214579146932	no	#4A74A9	Autophagy
A90	K50	0.275730593749337	no	#4A74A9	Autophagy
A90	R65	0.588400715273153	no	#4A74A9	Autophagy
B17	E10	-0.0500637588265047	no	#B64539	Autophagy
B17	G10	-0.0500047238345451	no	#B64539	Autophagy
B17	M32	-0.243095843982248	no	#B64539	Autophagy
B44	C22	-0.301004472508775	no	#B64539	Autophagy
C11	N19	-0.403605080910388	no	#B64539	Autophagy
C14	C43	0.505388838009968	no	#4A74A9	Autophagy
C14	C73	0.472173101185677	no	#4A74A9	Autophagy
C14	K13	0.737279702639632	no	#4A74A9	Autophagy
C16	C18	0.511795379141236	no	#4A74A9	Autophagy
C16	C25	0.57829980429234	no	#4A74A9	Autophagy
C18	K51	0.460484441692992	no	#4A74A9	Autophagy
C18	K58	0.593816554635966	no	#4A74A9	Autophagy
C22	C34	0.645015704308536	no	#4A74A9	Autophagy
C22	C50	0.514346065893744	no	#4A74A9	Autophagy
C25	C73	0.279186126638499	no	#4A74A9	Autophagy
C34	C38	0.830318278066589	yes	#4A74A9	Autophagy
C34	C50	0.851737468758841	no	#4A74A9	Autophagy
C34	C56	0.955528271148566	no	#4A74A9	Autophagy
C34	C91	0.754962337928994	no	#4A74A9	Autophagy
C38	N19	0.371909365766115	no	#4A74A9	Autophagy
C50	C56	0.777483281830217	no	#4A74A9	Autophagy
C50	J44	-0.0695308837447602	no	#B64539	Autophagy
C53	C92	0.426923474598954	no	#4A74A9	Autophagy
C53	I21	-0.201757876927612	no	#B64539	Autophagy
C53	M32	-0.35256390477678	no	#B64539	Autophagy
C53	N80	-0.220689091922844	no	#B64539	Autophagy
C64	D57	-0.286668793785606	no	#B64539	Autophagy
C71	F20	0.226462689652998	no	#4A74A9	Autophagy
C71	G30	0.636582541208921	no	#4A74A9	Autophagy
C73	C74	0.344469855638149	no	#4A74A9	Autophagy
C73	L20	0.386712870399695	no	#4A74A9	Autophagy
C73	M47	0.172669414738011	no	#4A74A9	Autophagy
C73	M60	0.333295169655876	no	#4A74A9	Autophagy
C74	I63	0.128763885080973	no	#4A74A9	Autophagy
C91	E10	-0.178575504460963	no	#B64539	Autophagy
C92	Q96	-0.295474706771189	no	#B64539	Autophagy
D45	D47	0.700056189129033	yes	#4A74A9	Autophagy
D45	D75	0.628688228911004	yes	#4A74A9	Autophagy
D45	J45	-0.19349800029994	no	#B64539	Autophagy
D47	D75	0.593823979797858	yes	#4A74A9	Autophagy
D47	K12	0.104876694534787	no	#4A74A9	Autophagy
D82	R65	1	no	#4A74A9	Autophagy
E11	N80	-0.113910036181334	no	#B64539	Autophagy
E28	Q96	0.199001423899494	no	#4A74A9	Autophagy
F17	N80	0.246729647814551	no	#4A74A9	Autophagy
F20	G30	0.298161963337622	no	#4A74A9	Autophagy
F31	G30	0.172514181586559	no	#4A74A9	Autophagy
F31	Q96	0.210562809150331	no	#4A74A9	Autophagy
F33	Q96	0.109808574345666	no	#4A74A9	Autophagy
I21	M32	0.289818804732634	no	#4A74A9	Autophagy
I21	N19	0.162441613861699	yes	#4A74A9	Autophagy
I21	N80	0.112107302759046	no	#4A74A9	Autophagy
I42	M32	-0.371630610184527	no	#B64539	Autophagy
J44	R65	0.104999874125928	no	#4A74A9	Autophagy
J45	N80	-0.236412048535271	no	#B64539	Autophagy
J45	Q96	-0.413477247657215	no	#B64539	Autophagy
J84	Q96	0.264740395959744	no	#4A74A9	Autophagy
K12	N30	0.214534727692791	no	#4A74A9	Autophagy
K50	L40	0.274109218643181	yes	#4A74A9	Autophagy
K51	K58	0.931968797444355	yes	#4A74A9	Autophagy
K51	L40	0.524046088574035	no	#4A74A9	Autophagy
