Disease1	Disease2	weight	comorbid	colors	pathway
A71	N30	0.251651923350587	no	#4A74A9	Autophagy
A90	D45	-0.0113146032541039	no	#B64539	Autophagy
A90	D46	-0.00469052012730791	no	#B64539	Autophagy
A90	D47	0.0351911421725434	no	#4A74A9	Autophagy
A90	M32	0.256585616756135	no	#4A74A9	Autophagy
A90	R65	0.481053405730727	no	#4A74A9	Autophagy
B17	C64	0.0220290650119885	no	#4A74A9	Autophagy
C11	K58	0.0486995426691009	no	#4A74A9	Autophagy
C11	M32	7.99254249432724e-17	no	#4A74A9	Autophagy
C11	N19	-0.0660999756071367	no	#B64539	Autophagy
C14	C18	0.380571529567289	no	#4A74A9	Autophagy
C14	C73	0.436178010486248	no	#4A74A9	Autophagy
C14	I42	-0.0398479819098649	no	#B64539	Autophagy
C16	C18	0.37433836853802	no	#4A74A9	Autophagy
C16	C25	0.491898683089563	no	#4A74A9	Autophagy
C16	C56	0.327982409032129	no	#4A74A9	Autophagy
C16	D47	-0.0824011736561731	no	#B64539	Autophagy
C16	D86	-0.0534241078913844	no	#B64539	Autophagy
C16	J32	0.0224893040372967	no	#4A74A9	Autophagy
C16	K13	-0.0118884406125141	no	#B64539	Autophagy
C18	K51	0.310102807504627	no	#4A74A9	Autophagy
C22	C25	0.335851196547757	yes	#4A74A9	Autophagy
C22	C34	0.431354781009315	no	#4A74A9	Autophagy
C22	C50	0.408100471016205	no	#4A74A9	Autophagy
C22	C73	0.252648851806409	no	#4A74A9	Autophagy
C25	C64	0.314779670989548	no	#4A74A9	Autophagy
C25	N80	-0.171847166945762	no	#B64539	Autophagy
C34	C50	0.910403523596422	no	#4A74A9	Autophagy
C34	C56	0.705101802210506	no	#4A74A9	Autophagy
C34	I48	0.0395193516948817	no	#4A74A9	Autophagy
C34	L40	0.399047315798334	no	#4A74A9	Autophagy
C34	M35	-0.0258479057453106	no	#B64539	Autophagy
C50	C56	0.561577567214931	no	#4A74A9	Autophagy
C50	J32	-0.0410978421770169	no	#B64539	Autophagy
C50	M35	-0.023476857129565	no	#B64539	Autophagy
C53	C79	0.000676634516097827	yes	#4A74A9	Autophagy
C53	D46	3.99627124716362e-17	no	#4A74A9	Autophagy
C53	J32	-0.0734480856156388	no	#B64539	Autophagy
C56	D46	-0.00475456137896844	no	#B64539	Autophagy
C56	I42	-0.095713324561125	no	#B64539	Autophagy
C56	J32	-0.0594476564321511	no	#B64539	Autophagy
C64	I48	-0.0370166199822702	no	#B64539	Autophagy
C64	J32	0.0753668219806972	no	#4A74A9	Autophagy
C71	G30	0.42277949213781	no	#4A74A9	Autophagy
C71	J32	-3.99627124716362e-17	no	#B64539	Autophagy
C73	N30	0.41068119212327	no	#4A74A9	Autophagy
C79	D86	0.0111367377833396	no	#4A74A9	Autophagy
C91	I42	0.00820982520402472	no	#4A74A9	Autophagy
D45	D47	0.115994616419219	yes	#4A74A9	Autophagy
D45	D75	0.248488933145943	yes	#4A74A9	Autophagy
D45	D86	8.45687229400145e-05	no	#4A74A9	Autophagy
D45	F17	0.000230125787958606	no	#4A74A9	Autophagy
D46	N30	0.00893910450651613	no	#4A74A9	Autophagy
D46	N80	0	no	#B64539	Autophagy
D47	D86	0.000161419678442858	no	#4A74A9	Autophagy
D47	F17	0.0281949477960363	no	#4A74A9	Autophagy
D47	K58	0.00733983721438542	no	#4A74A9	Autophagy
D75	K13	0.0233811951924044	no	#4A74A9	Autophagy
D82	R65	1	no	#4A74A9	Autophagy
D86	K58	9.99067811790904e-18	no	#4A74A9	Autophagy
E88	F17	-0.0404261297285779	no	#B64539	Autophagy
G35	I42	-0.057026510244684	no	#B64539	Autophagy
G35	I48	0	no	#B64539	Autophagy
I42	K51	-0.0366607803082452	no	#B64539	Autophagy
I42	Q96	-0.0590162516624665	no	#B64539	Autophagy
K13	K51	0.0501733793956216	no	#4A74A9	Autophagy
K13	Q96	-0.031164883535794	no	#B64539	Autophagy
K51	K58	0.399757271455455	yes	#4A74A9	Autophagy
K51	L40	0.385685982658596	no	#4A74A9	Autophagy
K51	N30	0.276246748188505	no	#4A74A9	Autophagy
K58	L40	0.294364645813478	no	#4A74A9	Autophagy
K58	N30	0.349164028206452	no	#4A74A9	Autophagy
L40	L71	0.436778242763503	no	#4A74A9	Autophagy
L40	M32	0.292804246391352	no	#4A74A9	Autophagy
M32	R65	0.410744719319569	no	#4A74A9	Autophagy
A71	C14	0.127951957574495	no	#4A74A9	Cell Cycle
A71	C56	0.13275082918486	no	#4A74A9	Cell Cycle
A71	C64	0.0983678736780595	no	#4A74A9	Cell Cycle
A71	C73	0.269422884036758	no	#4A74A9	Cell Cycle
A71	C74	1.33840293541363e-17	no	#4A74A9	Cell Cycle
A71	D72	-0.00851476902302123	no	#B64539	Cell Cycle
A71	D82	0.130510140609301	no	#4A74A9	Cell Cycle
A71	F17	0.0464700770225531	no	#4A74A9	Cell Cycle
A71	G12	-0.00331935840508008	no	#B64539	Cell Cycle
A71	K51	0.0980775125617007	no	#4A74A9	Cell Cycle
A71	K58	0.0628907165078568	no	#4A74A9	Cell Cycle
A71	L40	0.174287459631463	no	#4A74A9	Cell Cycle
A71	M32	0.145836320103448	no	#4A74A9	Cell Cycle
A71	N19	0.0869232147076871	no	#4A74A9	Cell Cycle
A71	N30	0.218747794709376	no	#4A74A9	Cell Cycle
A71	N80	0.0710969226036746	no	#4A74A9	Cell Cycle
A71	Q96	0.118970083509582	no	#4A74A9	Cell Cycle
A71	R65	0.188773591842337	no	#4A74A9	Cell Cycle
A90	C14	0.148307617786796	no	#4A74A9	Cell Cycle
