Disease1	Disease2	weight	comorbid	colors	pathway
A90	D46	-0.00302941451479679	no	#B64539	Autophagy
A90	R65	0.472770539506788	no	#4A74A9	Autophagy
B17	C64	0.0487388411707362	no	#4A74A9	Autophagy
C11	D82	-0.150189692822141	no	#B64539	Autophagy
C11	D86	0.00704379422338922	no	#4A74A9	Autophagy
C11	N19	-0.055406525192689	no	#B64539	Autophagy
C11	N80	-0.00613218382084951	no	#B64539	Autophagy
C14	C16	0.297518863559629	no	#4A74A9	Autophagy
C14	C18	0.524264125738785	no	#4A74A9	Autophagy
C14	C34	0.549759266916331	no	#4A74A9	Autophagy
C14	C56	0.317055344739119	no	#4A74A9	Autophagy
C14	C73	0.449718190297004	no	#4A74A9	Autophagy
C14	D46	-0.0204872708585414	no	#B64539	Autophagy
C14	I42	-0.0516610019925337	no	#B64539	Autophagy
C16	C18	0.417319011958015	no	#4A74A9	Autophagy
C16	C25	0.473380109075176	no	#4A74A9	Autophagy
C16	C56	0.298829334679927	no	#4A74A9	Autophagy
C16	D45	0.0150885198366099	no	#4A74A9	Autophagy
C16	D47	-0.0576199282917672	no	#B64539	Autophagy
C16	D86	-0.0797764540363352	no	#B64539	Autophagy
C16	J32	0.00719487007137615	no	#4A74A9	Autophagy
C18	C34	0.571486494141049	no	#4A74A9	Autophagy
C22	C50	0.290130903679403	no	#4A74A9	Autophagy
C25	D47	-0.0663125374257006	no	#B64539	Autophagy
C34	C50	1	no	#4A74A9	Autophagy
C34	C56	0.59105522865458	no	#4A74A9	Autophagy
C34	L40	0.664789275373273	no	#4A74A9	Autophagy
C34	M35	-0.0630054839625977	no	#B64539	Autophagy
C50	C56	0.444427688882756	no	#4A74A9	Autophagy
C53	M32	-0.271702363164009	no	#B64539	Autophagy
C56	D45	-0.0124280185728348	no	#B64539	Autophagy
C56	L40	0.391672108747306	no	#4A74A9	Autophagy
C71	G30	0.301836082471566	no	#4A74A9	Autophagy
C73	D46	-0.0098524118624116	no	#B64539	Autophagy
C73	I48	-0.0424291124970803	no	#B64539	Autophagy
C73	N30	0.49266194223953	no	#4A74A9	Autophagy
D46	G30	-0.0104923634463226	no	#B64539	Autophagy
D46	G35	0	no	#B64539	Autophagy
D47	F17	0.0472133376390105	no	#4A74A9	Autophagy
D75	F17	-0.0488728946521197	no	#B64539	Autophagy
D82	R65	0.603961305041394	no	#4A74A9	Autophagy
E88	F17	-0.0593982811442187	no	#B64539	Autophagy
G35	I42	-0.0515821472481946	no	#B64539	Autophagy
G35	I48	0	no	#B64539	Autophagy
I42	K51	-0.0515846512899203	no	#B64539	Autophagy
K51	K58	0.310932661516078	yes	#4A74A9	Autophagy
K51	L40	0.500234745040614	no	#4A74A9	Autophagy
K51	N30	0.327253161131153	no	#4A74A9	Autophagy
L40	M32	0.456663412656098	no	#4A74A9	Autophagy
M32	R65	0.592115025662226	no	#4A74A9	Autophagy
A71	B17	-0.0365333421845006	no	#B64539	Cell Cycle
A71	C14	0.175911732829477	no	#4A74A9	Cell Cycle
A71	C56	0.149659953460346	no	#4A74A9	Cell Cycle
A71	C73	0.432843244774611	no	#4A74A9	Cell Cycle
A71	D72	-0.00962066839344559	no	#B64539	Cell Cycle
A71	K51	0.125481454960477	no	#4A74A9	Cell Cycle
A71	K58	0.0696552926340621	no	#4A74A9	Cell Cycle
A71	L40	0.214713262674675	no	#4A74A9	Cell Cycle
A71	M32	0.25403057487349	no	#4A74A9	Cell Cycle
A71	N30	0.306691253562214	no	#4A74A9	Cell Cycle
A71	N80	0.162747771445706	no	#4A74A9	Cell Cycle
A71	Q96	0.221992733529449	no	#4A74A9	Cell Cycle
A71	R65	0.267527090933195	no	#4A74A9	Cell Cycle
A90	C14	0.15219478055592	no	#4A74A9	Cell Cycle
A90	C22	0.0795583713912615	no	#4A74A9	Cell Cycle
A90	C34	0.180488231247003	no	#4A74A9	Cell Cycle
A90	C50	0.203600824170568	no	#4A74A9	Cell Cycle
A90	C56	0.166816617686596	no	#4A74A9	Cell Cycle
A90	C73	0.194205513656425	no	#4A74A9	Cell Cycle
A90	D82	0.16058224896766	no	#4A74A9	Cell Cycle
A90	D86	0.0814198305090301	no	#4A74A9	Cell Cycle
