Disease1	Disease2	weight	comorbid	colors	pathway
A71	C73	0.228741919115095	no	#4A74A9	Autophagy
A71	K51	0.139073110944473	no	#4A74A9	Autophagy
A71	K58	0.180505688221084	no	#4A74A9	Autophagy
A90	R65	0.206110993336432	no	#4A74A9	Autophagy
B17	I21	1.99174611217987e-17	no	#4A74A9	Autophagy
B17	R65	-0.0885634216209024	no	#B64539	Autophagy
B19	B44	0.125097362184129	no	#4A74A9	Autophagy
B19	F31	-0.0222514648816676	no	#B64539	Autophagy
B19	G35	-0.0999791119740819	no	#B64539	Autophagy
C11	C18	0.228035500098467	no	#4A74A9	Autophagy
C11	C34	0.36104184188571	no	#4A74A9	Autophagy
C11	H31	-0.0169017719851366	no	#B64539	Autophagy
C11	M47	-0.0241267116534309	no	#B64539	Autophagy
C14	C73	0.284462160653996	no	#4A74A9	Autophagy
C14	K12	0.202826405520822	no	#4A74A9	Autophagy
C14	K13	0.318126814782951	no	#4A74A9	Autophagy
C15	C18	0.236362322369052	no	#4A74A9	Autophagy
C15	C22	0.195697636515679	no	#4A74A9	Autophagy
C15	C34	0.470264010504177	no	#4A74A9	Autophagy
C15	L40	0.271852875605805	no	#4A74A9	Autophagy
C16	C18	0.192512461244245	no	#4A74A9	Autophagy
C18	C34	0.308042819068428	no	#4A74A9	Autophagy
C18	C93	0.232172022616516	no	#4A74A9	Autophagy
C18	D45	-0.162765746389278	no	#B64539	Autophagy
C18	K58	0.178995843945779	no	#4A74A9	Autophagy
C18	M47	-0.157554375684269	no	#B64539	Autophagy
C22	C34	0.304592927164119	no	#4A74A9	Autophagy
C22	K70	0.28349101978603	yes	#4A74A9	Autophagy
C25	C73	0.246512104230345	no	#4A74A9	Autophagy
C25	D47	-0.12301455274458	no	#B64539	Autophagy
C25	K50	0.11334973724279	no	#4A74A9	Autophagy
C34	C38	0.418286901883502	yes	#4A74A9	Autophagy
C34	C73	0.26255778207098	no	#4A74A9	Autophagy
C34	C93	0.214817561992582	no	#4A74A9	Autophagy
C34	K50	0.219585306397887	no	#4A74A9	Autophagy
