Disease1	Disease2	weight	comorbid	colors
A71	A90	0.270645632303914	no	#4A74A9
A71	B17	-0.192077134885548	no	#B64539
A71	B44	0.172837139102143	no	#4A74A9
A71	C11	-0.129421373371622	no	#B64539
A71	C14	0.205313219812393	no	#4A74A9
A71	C22	-0.0665271779100968	no	#B64539
A71	C25	0.0413293802574486	no	#4A74A9
A71	C38	0.259199419799242	no	#4A74A9
A71	C43	0.241048362273379	no	#4A74A9
A71	C50	0.177768758721675	no	#4A74A9
A71	C56	0.126246296296468	no	#4A74A9
A71	C64	0.148362813933409	no	#4A74A9
A71	C67	0.255640230352931	no	#4A74A9
A71	C73	0.380410312403061	no	#4A74A9
A71	C74	0.083510101397546	no	#4A74A9
A71	C79	0.176616776780242	no	#4A74A9
A71	C91	0.0603039160821411	no	#4A74A9
A71	C92	-0.241028061272904	no	#B64539
A71	D57	-0.240789592591353	no	#B64539
A71	D72	-0.1565156659312	no	#B64539
A71	D75	-0.214461888655897	no	#B64539
A71	D82	0.225634519357775	no	#4A74A9
A71	D86	0.118312773247684	no	#4A74A9
A71	E10	0.0832289216561262	no	#4A74A9
A71	E11	-0.133516595819563	no	#B64539
A71	E88	-0.21974338269773	no	#B64539
A71	F17	0.356595666836195	no	#4A74A9
A71	F20	0.1875484175592	no	#4A74A9
A71	F31	0.0938567286044594	no	#4A74A9
A71	F33	0.086212873513155	no	#4A74A9
A71	G10	0.065102417633007	no	#4A74A9
A71	G12	-0.139234243654875	no	#B64539
A71	G20	-0.0925845948484861	no	#B64539
A71	G30	0.160372322618301	no	#4A74A9
A71	I21	0.3198117183324	no	#4A74A9
A71	I42	-0.156220113248036	no	#B64539
A71	I63	-0.0476179957256391	no	#B64539
A71	I73	0.178006405706757	no	#4A74A9
A71	J32	0.271086075692826	no	#4A74A9
A71	J44	0.230684230334708	no	#4A74A9
A71	J45	-0.37206946481728	no	#B64539
A71	J84	0.0496556881721764	no	#4A74A9
A71	K12	0.134036638335977	no	#4A74A9
A71	K13	0.121679607818361	no	#4A74A9
A71	K50	0.345759039459089	no	#4A74A9
A71	K51	0.333921479690796	no	#4A74A9
A71	K58	0.30617699059081	no	#4A74A9
A71	L20	0.335574855596043	no	#4A74A9
A71	L40	0.326783082055062	no	#4A74A9
A71	L71	0.255449356430555	no	#4A74A9
A71	M19	0.05078752394627	no	#4A74A9
A71	M32	0.236242614616543	no	#4A74A9
A71	M35	-0.130563224224682	no	#B64539
A71	M47	0.165706163704804	no	#4A74A9
A71	M60	0.228867545967743	no	#4A74A9
A71	N19	0.270583986081812	no	#4A74A9
A71	N30	0.46032382221213	no	#4A74A9
A71	N80	0.396330339206529	no	#4A74A9
A71	Q82	-0.17244569533599	no	#B64539
A71	Q96	0.256593005728182	no	#4A74A9
