Disease1	Disease2	weight	comorbid	colors
A71	A90	0.439911551185162	no	#4A74A9
A71	C14	0.372206190507371	no	#4A74A9
A71	C16	0.0365010435616955	no	#4A74A9
A71	C18	0.0656038760466088	no	#4A74A9
A71	C25	0.0388123524602094	no	#4A74A9
A71	C50	0.374436918145525	no	#4A74A9
A71	C53	0.0785770214708852	no	#4A74A9
A71	C56	0.198442740550316	no	#4A74A9
A71	C64	0.26456544739909	no	#4A74A9
A71	C71	0.0115178062856476	no	#4A74A9
A71	C73	0.489213785518929	no	#4A74A9
A71	C79	0.42334916975579	no	#4A74A9
A71	C91	0.1015774342796	no	#4A74A9
A71	D75	-0.397785224238226	no	#B64539
A71	D82	0.302650971028469	no	#4A74A9
A71	D86	0.388281888387111	no	#4A74A9
A71	E88	-0.501005043620797	no	#B64539
A71	F17	0.509950795325959	no	#4A74A9
A71	G30	0.274110928940641	no	#4A74A9
A71	G35	0.215417641221917	no	#4A74A9
A71	I42	-0.432745942397249	no	#B64539
A71	J32	0.657673686599897	no	#4A74A9
A71	K13	0.27478049175626	no	#4A74A9
A71	K51	0.55968798757828	no	#4A74A9
A71	K58	0.629943894263218	no	#4A74A9
A71	L20	0.578450136491081	no	#4A74A9
A71	L40	0.534750230835166	no	#4A74A9
A71	L71	0.407360341609336	no	#4A74A9
A71	M32	0.466048516528429	no	#4A74A9
A71	N19	0.4374757898749	no	#4A74A9
A71	N30	0.727420734239369	no	#4A74A9
A71	N80	0.628309741439598	no	#4A74A9
A71	Q96	0.450773117661559	no	#4A74A9
A71	R65	0.362335815246533	no	#4A74A9
A90	C11	0.317957851152902	no	#4A74A9
A90	C14	0.366137053379366	no	#4A74A9
A90	C16	0.032310344875981	no	#4A74A9
A90	C25	0.0818889656621601	no	#4A74A9
A90	C34	0.141334901880822	no	#4A74A9
A90	C50	0.269612773519728	no	#4A74A9
A90	C53	0.164658555798198	no	#4A74A9
A90	C56	0.190097073452976	no	#4A74A9
A90	C64	0.0420347442245804	no	#4A74A9
A90	C71	0.144675384345448	no	#4A74A9
A90	C73	0.369744251008696	no	#4A74A9
A90	C79	0.320136927612016	no	#4A74A9
A90	D45	0.698356832114548	no	#4A74A9
A90	D46	0.383511250187003	no	#4A74A9
A90	D47	0.537778550744444	no	#4A74A9
A90	D72	0.395894929348607	no	#4A74A9
A90	D75	0.60246179766793	no	#4A74A9
A90	D82	0.43227837351384	no	#4A74A9
A90	D86	0.715574176677649	no	#4A74A9
A90	E88	-0.359842616375534	no	#B64539
A90	G30	0.16807186421043	no	#4A74A9
A90	I42	-0.292383861886958	no	#B64539
A90	K51	0.298884583609944	no	#4A74A9
A90	K58	0.327711755137373	no	#4A74A9
A90	L20	0.343910938371965	no	#4A74A9
A90	L40	0.434857154774351	no	#4A74A9
A90	L71	0.256668836861638	no	#4A74A9
A90	M32	0.761521536827776	no	#4A74A9
A90	N19	0.524821207198505	no	#4A74A9
A90	N30	0.2413470823134	no	#4A74A9
A90	R65	0.780526907571723	no	#4A74A9
B17	C25	0.450649821760444	no	#4A74A9
B17	C53	0.603657626166256	no	#4A74A9
B17	C56	-0.371100828656484	no	#B64539
B17	C91	-0.183659056454529	no	#B64539
B17	D45	-0.654730313404355	no	#B64539
B17	D46	-0.791815060724057	no	#B64539
B17	D47	-0.714238319966252	no	#B64539
B17	D75	-0.654438720848272	no	#B64539
B17	D86	0.717763051720717	no	#4A74A9
B17	E88	0.708254278933847	no	#4A74A9
B17	G30	0.42315255117938	no	#4A74A9
B17	M32	-0.736813898870404	no	#B64539
B17	M35	0.93739418416936	no	#4A74A9
B17	N19	-0.745727424778984	no	#B64539
B17	N80	-0.741981239712197	no	#B64539
B17	Q96	-0.850114456178819	no	#B64539
C11	C14	0.713524464885418	yes	#4A74A9
C11	C16	0.656652551286626	no	#4A74A9
C11	C18	0.513122692478696	no	#4A74A9
C11	C22	0.494442372286451	no	#4A74A9
C11	C34	0.413569193252438	no	#4A74A9
