Disease1	Disease2	weight	comorbid	colors
A71	A90	0.248921934292486	no	#4A74A9
A71	B17	-0.135485002032309	no	#B64539
A71	B44	0.241409275724459	no	#4A74A9
A71	C11	-0.0628140798300607	no	#B64539
A71	C14	0.211014520879199	no	#4A74A9
A71	C16	0.0960911486292185	no	#4A74A9
A71	C18	0.0523303051889195	no	#4A74A9
A71	C25	0.108853493205173	no	#4A74A9
A71	C38	0.22452278788677	no	#4A74A9
A71	C43	0.335446072284138	no	#4A74A9
A71	C50	0.20814923892576	no	#4A74A9
A71	C53	0.0518783567520577	no	#4A74A9
A71	C56	0.120936987097417	no	#4A74A9
A71	C64	0.190794284252908	no	#4A74A9
A71	C67	0.323617393816267	no	#4A74A9
A71	C71	0.0540969993288867	no	#4A74A9
A71	C73	0.298459765838269	no	#4A74A9
A71	C74	0.078743201614236	no	#4A74A9
A71	C79	0.159535922094033	no	#4A74A9
A71	C91	0.0684687453459104	no	#4A74A9
A71	C92	-0.242031998184393	no	#B64539
A71	D47	-0.0923540569407446	no	#B64539
A71	D57	-0.256481680187018	no	#B64539
A71	D72	-0.140690280434967	no	#B64539
A71	D75	-0.216095546302305	no	#B64539
A71	D82	0.184868429116487	no	#4A74A9
A71	D86	0.116623646855788	no	#4A74A9
A71	E10	0.171985167241365	no	#4A74A9
A71	E11	-0.0619645161825726	no	#B64539
A71	E88	-0.190976723370911	no	#B64539
A71	F17	0.243517007862722	no	#4A74A9
A71	F20	0.237759499670158	no	#4A74A9
A71	G10	0.0720980149762469	no	#4A74A9
A71	G12	-0.088710193977863	no	#B64539
A71	G20	-0.0966697800312571	no	#B64539
A71	G30	0.116920995548434	no	#4A74A9
A71	I21	0.36225309578151	no	#4A74A9
A71	I42	-0.179501960202969	no	#B64539
A71	I63	-0.093449003834222	no	#B64539
A71	I73	0.244254809882227	no	#4A74A9
A71	J32	0.217218084892866	no	#4A74A9
A71	J44	0.248665111918176	no	#4A74A9
A71	J45	-0.512896765238068	no	#B64539
A71	K12	0.272460745628194	no	#4A74A9
A71	K13	0.110164479029205	no	#4A74A9
A71	K50	0.378761152371307	no	#4A74A9
A71	K51	0.38236842640206	no	#4A74A9
A71	K58	0.402032323867149	no	#4A74A9
A71	L20	0.356261796621302	no	#4A74A9
A71	L40	0.383164454603216	no	#4A74A9
A71	L71	0.278940802533637	no	#4A74A9
A71	M19	0.115271043060208	no	#4A74A9
A71	M32	0.239215980445617	no	#4A74A9
A71	M47	0.157023391376079	no	#4A74A9
A71	M60	0.372154839496454	no	#4A74A9
A71	N19	0.204397571844329	no	#4A74A9
A71	N30	0.486272582760763	no	#4A74A9
A71	N80	0.320364514660333	no	#4A74A9
A71	Q82	-0.18716111431374	no	#B64539
A71	Q96	0.180875256768546	no	#4A74A9
A71	R65	0.218553442482101	no	#4A74A9
A90	B44	0.0982407176519342	no	#4A74A9
A90	C11	0.133120609533988	no	#4A74A9
A90	C14	0.242147602387314	no	#4A74A9
A90	C16	0.1105815993918	no	#4A74A9
A90	C25	0.144782346180826	no	#4A74A9
A90	C34	0.091568377440235	no	#4A74A9
A90	C38	0.134082280698793	no	#4A74A9
A90	C43	0.191141968004687	no	#4A74A9
A90	C50	0.187173728348893	no	#4A74A9
A90	C53	0.151864721539528	no	#4A74A9
A90	C56	0.129105601973189	no	#4A74A9
A90	C64	0.0843749660248694	no	#4A74A9
A90	C67	0.207400476912307	no	#4A74A9
A90	C71	0.13937589841484	no	#4A74A9
A90	C73	0.212123613085324	no	#4A74A9
A90	C79	0.131076448061334	no	#4A74A9
A90	C92	-0.0867117654902479	no	#B64539
A90	D45	0.332481081873713	no	#4A74A9
A90	D46	0.201833162232567	no	#4A74A9
A90	D47	0.123337589562033	no	#4A74A9
A90	D57	0.177374667150555	no	#4A74A9
A90	D72	0.0840928407835529	no	#4A74A9
A90	D75	0.262883861948198	no	#4A74A9
A90	D82	0.236852202329349	no	#4A74A9
A90	D86	0.344281368972893	no	#4A74A9
A90	E88	-0.118086647734951	no	#B64539
A90	F20	0.149654783611763	no	#4A74A9
A90	F33	-0.0719301837979625	no	#B64539
A90	G10	-0.292992375641474	no	#B64539
A90	G12	0.127003598656873	no	#4A74A9
A90	G30	0.0582600085698688	no	#4A74A9
A90	G35	-0.0661947292312968	no	#B64539
A90	I21	0.189975152058473	no	#4A74A9
A90	I42	-0.110002575050143	no	#B64539
A90	I73	0.387946695989703	no	#4A74A9
A90	J44	0.341596725402953	no	#4A74A9
A90	J45	0.118994144640689	no	#4A74A9
A90	J84	-0.0806612279811219	no	#B64539
A90	K12	0.195499347613519	no	#4A74A9
