Disease1	Disease2	weight	comorbid	colors
A71	A90	0.169614220974735	no	#4A74A9
A71	B17	-0.0297126770437052	no	#B64539
A71	B44	0.123011356010521	no	#4A74A9
A71	C11	-0.0411888194038833	no	#B64539
A71	C14	0.167949666363577	no	#4A74A9
A71	C16	0.0642150924241543	no	#4A74A9
A71	C18	0.0371378283463309	no	#4A74A9
A71	C25	0.0718527669818668	no	#4A74A9
A71	C38	0.144895972664344	no	#4A74A9
A71	C43	0.197800020697129	no	#4A74A9
A71	C50	0.150725736917206	no	#4A74A9
A71	C53	0.0344966722243294	no	#4A74A9
A71	C56	0.0915718771016185	no	#4A74A9
A71	C64	0.158606274893691	no	#4A74A9
A71	C67	0.178844469549555	no	#4A74A9
A71	C71	0.0372860057780039	no	#4A74A9
A71	C73	0.230664924294172	no	#4A74A9
A71	C74	0.0523442574796302	no	#4A74A9
A71	C79	0.130359203618831	no	#4A74A9
A71	C91	0.045573348703329	no	#4A74A9
A71	C92	-0.111407381140534	no	#B64539
A71	D47	-0.0423163144033047	no	#B64539
A71	D57	-0.0898915038290638	no	#B64539
A71	D72	-0.0675566620523658	no	#B64539
A71	D75	-0.126915308312288	no	#B64539
A71	D82	0.139444414037713	no	#4A74A9
A71	D86	0.0467804990604056	no	#4A74A9
A71	E10	0.0481250196897067	no	#4A74A9
A71	E88	-0.0755894038183587	no	#B64539
A71	F17	0.0980988586268809	no	#4A74A9
A71	F20	0.0437694295090016	no	#4A74A9
A71	F31	0.00749016698009174	no	#4A74A9
A71	G10	0.0186493578855029	no	#4A74A9
A71	G12	-0.0287853701917839	no	#B64539
A71	G20	-0.0304196606603343	no	#B64539
A71	G30	0.0603873128546191	no	#4A74A9
A71	I21	0.0815471068380947	no	#4A74A9
A71	I42	-0.0731619369313206	no	#B64539
A71	I63	-0.0322969333330424	no	#B64539
A71	I73	0.0575209115086682	no	#4A74A9
A71	J32	0.130351195790315	no	#4A74A9
A71	J44	0.0326411190079344	no	#4A74A9
A71	J45	-0.2504625282324	no	#B64539
A71	K12	0.0744756276988354	no	#4A74A9
A71	K13	0.0721939825662037	no	#4A74A9
A71	K50	0.152897890755645	no	#4A74A9
A71	K51	0.255684807227615	no	#4A74A9
A71	K58	0.302756273287464	no	#4A74A9
A71	L20	0.184403286256898	no	#4A74A9
A71	L40	0.301461650281593	no	#4A74A9
A71	L71	0.208279643894191	no	#4A74A9
A71	M19	0.0374351135305915	no	#4A74A9
A71	M32	0.14320604502485	no	#4A74A9
A71	M47	0.0326889360580764	no	#4A74A9
A71	M60	0.178111787370243	no	#4A74A9
A71	N19	0.109401270802876	no	#4A74A9
A71	N30	0.427124108620545	no	#4A74A9
A71	N80	0.147656339869764	no	#4A74A9
A71	Q82	-0.0745519871568084	no	#B64539
A71	Q96	0.0869151439336654	no	#4A74A9
A71	R65	0.153262921229942	no	#4A74A9
A90	B44	0.0451693508687144	no	#4A74A9
A90	C11	0.0927533050788339	no	#4A74A9
A90	C14	0.187535974942908	no	#4A74A9
A90	C16	0.0715682857744275	no	#4A74A9
A90	C25	0.0953695773821442	no	#4A74A9
A90	C34	0.0699585111653048	no	#4A74A9
A90	C38	0.0857877422602557	no	#4A74A9
A90	C43	0.0974235609829325	no	#4A74A9
A90	C50	0.134152126637051	no	#4A74A9
A90	C53	0.104799745131687	no	#4A74A9
A90	C56	0.0982694416411687	no	#4A74A9
A90	C64	0.0703434678715475	no	#4A74A9
A90	C67	0.101082749465236	no	#4A74A9
A90	C71	0.100479323756577	no	#4A74A9
A90	C73	0.161419383651384	no	#4A74A9
A90	C79	0.112907004010684	no	#4A74A9
A90	C92	-0.0425871498916373	no	#B64539
A90	D45	0.167988102012145	no	#4A74A9
