Disease1	Disease2	weight	comorbid	colors
A71	A90	0.0720223566716404	no	#4A74A9
A71	B17	-0.0232296281468424	no	#B64539
A71	B19	0.16980481032597	no	#4A74A9
A71	C11	0.062398050096734	no	#4A74A9
A71	C14	0.197182750503191	no	#4A74A9
A71	C15	0.147787312312925	no	#4A74A9
A71	C16	0.0223962565585483	no	#4A74A9
A71	C22	-0.030015695925864	no	#B64539
A71	C25	0.0481298766337921	no	#4A74A9
A71	C34	0.0373966833559736	no	#4A74A9
A71	C38	0.0584283407840534	no	#4A74A9
A71	C64	0.155155542108904	no	#4A74A9
A71	C67	0.126865622844971	no	#4A74A9
A71	C73	0.253831173360757	no	#4A74A9
A71	C82	-0.0146879171019169	no	#B64539
A71	D46	-0.0552910446705319	no	#B64539
A71	D75	-0.0509118040752862	no	#B64539
A71	D82	0.0897838983270963	no	#4A74A9
A71	F20	0.0119035896033807	no	#4A74A9
A71	G20	0.0368644524342475	no	#4A74A9
A71	G30	0.0347509707589879	no	#4A74A9
A71	G71	0.0561350211023204	no	#4A74A9
A71	I42	-0.0511672584773804	no	#B64539
A71	I63	0.0508408765807905	no	#4A74A9
A71	J84	-0.0583782073566015	no	#B64539
A71	K12	0.283069695558293	no	#4A74A9
A71	K13	0.0928166218490281	no	#4A74A9
A71	K58	0.0457512824535422	no	#4A74A9
A71	L40	0.209911739650659	no	#4A74A9
A71	L70	0.275679200166797	no	#4A74A9
A71	L71	0.298471100147131	no	#4A74A9
A71	N02	0.0361897252141992	no	#4A74A9
A71	R65	0.114398730511819	no	#4A74A9
A90	B17	-0.0232724439260303	no	#B64539
A90	B19	0.0582947522568751	no	#4A74A9
A90	C11	0.0900705290786516	no	#4A74A9
A90	C14	0.121739744036974	no	#4A74A9
A90	C15	0.138914192871099	no	#4A74A9
A90	C16	0.0190437352040424	no	#4A74A9
A90	C25	0.0658058343275937	no	#4A74A9
A90	C34	0.0540369609110473	no	#4A74A9
A90	C49	0.0812087834130422	no	#4A74A9
A90	C64	0.0680227208866053	no	#4A74A9
A90	C67	0.0624792837924258	no	#4A74A9
A90	C71	0.0957571735358902	no	#4A74A9
A90	C73	0.124486388801905	no	#4A74A9
A90	C84	0.179085833431951	no	#4A74A9
A90	C93	0.0648053833060006	no	#4A74A9
A90	D45	0.0826189159661636	no	#4A74A9
A90	D46	0.048881458275176	no	#4A74A9
A90	D47	0.132775447513611	no	#4A74A9
A90	D72	0.126236802091264	no	#4A74A9
A90	D75	0.0545949355502494	no	#4A74A9
A90	D82	0.0557523877306665	no	#4A74A9
A90	E10	-0.0562169211298001	no	#B64539
A90	G31	0.00931107827988649	no	#4A74A9
A90	G71	0.05597461831999	no	#4A74A9
A90	I42	-0.0457382746513448	no	#B64539
A90	J84	-0.0434145044240147	no	#B64539
A90	K12	0.159607146774015	no	#4A74A9
A90	K13	0.0592764634832038	no	#4A74A9
A90	L40	0.165664617407723	no	#4A74A9
A90	L70	0.111158811601349	no	#4A74A9
A90	L71	0.130203344962917	no	#4A74A9
A90	R65	0.198642221029571	no	#4A74A9
B17	B19	-0.0186586395645764	no	#B64539
B17	C49	0.013145049579431	no	#4A74A9
B17	C74	0.0230637786098392	no	#4A74A9
B17	C84	0.0163276868257253	no	#4A74A9
B17	D45	-0.0185835646514309	no	#B64539
B17	D47	-0.0133704023886202	no	#B64539
B17	F17	0.0101295372356255	yes	#4A74A9
B17	F20	0.00558019134496277	no	#4A74A9
B17	G20	0.0190971537114853	no	#4A74A9
B17	G30	0.0315603962716576	no	#4A74A9
B17	G71	-0.0262732583609485	no	#B64539
B17	J44	0.0126437243683836	no	#4A74A9
B17	L40	-0.0174213361477896	no	#B64539
B17	L70	-0.0107084576304403	no	#B64539
B19	C11	0.0317214179167135	no	#4A74A9
B19	C14	0.0950375530887104	no	#4A74A9
B19	C15	0.050866987019604	no	#4A74A9
B19	C16	0.0332453638130118	no	#4A74A9
B19	C22	0.0379786738177041	no	#4A74A9
B19	C25	0.0941561493390153	no	#4A74A9
B19	C64	0.131768303913401	no	#4A74A9
B19	C67	0.0405517873125901	no	#4A74A9
B19	C73	0.161811791848051	no	#4A74A9
B19	C84	0.0821013290271907	no	#4A74A9
B19	C92	-0.024727290034612	no	#B64539
B19	C93	-0.0247008208474961	no	#B64539
B19	D45	0.0672994816857627	no	#4A74A9
B19	D46	-0.0215865657655834	no	#B64539
B19	D47	0.0496089593295786	no	#4A74A9
B19	D82	0.124225853217746	no	#4A74A9
B19	E10	-0.0277911374889537	no	#B64539
B19	F20	0.0100156051301507	no	#4A74A9
B19	G30	0.0216283361123895	no	#4A74A9
