Disease1	Disease2	weight	comorbid	colors
A71	A90	0.316697165148644	no	#4A74A9
A71	B17	-0.356026385484693	no	#B64539
A71	B19	0.581025098594597	no	#4A74A9
A71	C11	0.407174177702324	no	#4A74A9
A71	C14	0.467686832312451	no	#4A74A9
A71	C15	0.37066412685264	no	#4A74A9
A71	C22	-0.087860677440558	no	#B64539
A71	C25	0.106212938146269	no	#4A74A9
A71	C34	0.0688608128215402	no	#4A74A9
A71	C38	0.174933552920471	no	#4A74A9
A71	C49	0.0887148088795869	no	#4A74A9
A71	C64	0.272435806576689	no	#4A74A9
A71	C67	0.657678570502885	no	#4A74A9
A71	C73	0.541326591891366	no	#4A74A9
A71	C82	-0.246166048088298	no	#B64539
A71	D46	-0.469651633090471	no	#B64539
A71	D75	-0.322563051428151	no	#B64539
A71	D82	0.219629043941025	no	#4A74A9
A71	F17	0.148308027973182	no	#4A74A9
A71	F20	0.192436420331542	no	#4A74A9
A71	G20	0.279215265730957	no	#4A74A9
A71	G30	0.109172486756827	no	#4A74A9
A71	G71	0.212982445505226	no	#4A74A9
A71	I42	-0.251931129944769	no	#B64539
A71	I48	-0.183719624961185	no	#B64539
A71	J84	-0.29693483888092	no	#B64539
A71	K12	0.666276504147305	no	#4A74A9
A71	K13	0.310137800931539	no	#4A74A9
A71	K58	0.882411067193676	no	#4A74A9
A71	L40	0.478285087952511	no	#4A74A9
A71	L70	0.617752188410553	no	#4A74A9
A71	L71	0.591116159839253	no	#4A74A9
A71	N02	0.17373632704868	no	#4A74A9
A71	N19	0.101181949116112	no	#4A74A9
A71	Q98	0.122011682932956	no	#4A74A9
A71	R65	0.291034375542982	no	#4A74A9
A90	B17	-0.389234439898173	no	#B64539
A90	B19	0.255766109747779	no	#4A74A9
A90	C11	0.433168031368931	no	#4A74A9
A90	C14	0.350508471829302	no	#4A74A9
A90	C15	0.484457638812229	no	#4A74A9
A90	C25	0.177688496627754	no	#4A74A9
A90	C34	0.202986232888024	no	#4A74A9
