Disease1	Disease2	weight	comorbid	colors
A71	A90	0.197137179769506	no	#4A74A9
A71	B17	-0.193726064827642	no	#B64539
A71	B19	0.340775838903026	no	#4A74A9
A71	B44	0.267644855505481	no	#4A74A9
A71	C11	0.0967210240414299	no	#4A74A9
A71	C14	0.318992332089795	no	#4A74A9
A71	C15	0.239185019695054	no	#4A74A9
A71	C16	0.0766552418232563	no	#4A74A9
A71	C25	0.132260290962851	no	#4A74A9
A71	C34	0.0790288032775235	no	#4A74A9
A71	C38	0.121044374964649	no	#4A74A9
A71	C49	0.0670368339919413	no	#4A74A9
A71	C61	0.101602829766811	no	#4A74A9
A71	C64	0.238154634040037	no	#4A74A9
A71	C67	0.411223120357791	no	#4A74A9
A71	C71	0.0501484356711321	no	#4A74A9
A71	C73	0.393380235408919	no	#4A74A9
A71	C82	-0.111577141535144	no	#B64539
A71	C84	0.0457216746310016	no	#4A74A9
A71	C93	-0.194717616419676	no	#B64539
A71	D46	-0.197882655475444	no	#B64539
A71	D56	0.0996236119913644	no	#4A74A9
A71	D75	-0.143938176123912	no	#B64539
A71	D82	0.147352692687069	no	#4A74A9
A71	D86	0.198564634828181	no	#4A74A9
A71	E11	-0.0910087209409676	no	#B64539
A71	F17	0.0471064486999	no	#4A74A9
A71	F20	0.146304851333442	no	#4A74A9
A71	F31	-0.21538597045238	no	#B64539
A71	F33	-0.085874721979623	no	#B64539
A71	G10	-0.112139072576134	no	#B64539
A71	G12	0.11169550589023	no	#4A74A9
A71	G20	0.152998649983835	no	#4A74A9
A71	G30	0.104020015380235	no	#4A74A9
A71	G35	-0.0585800378488063	no	#B64539
A71	G71	0.116041914501578	no	#4A74A9
A71	H31	-0.224844497274764	no	#B64539
A71	I21	0.293373226879703	no	#4A74A9
A71	I42	-0.191968768497793	no	#B64539
A71	I63	0.0780723442946366	no	#4A74A9
A71	J32	0.32497324934617	no	#4A74A9
A71	J45	-0.491511345109938	no	#B64539
A71	J84	-0.0971167683351642	no	#B64539
A71	K12	0.495629458581535	no	#4A74A9
A71	K13	0.178259215639426	no	#4A74A9
A71	K50	0.375684510803535	no	#4A74A9
A71	K51	0.37389786263062	no	#4A74A9
A71	K58	0.45197713196737	no	#4A74A9
A71	L40	0.370912739421697	no	#4A74A9
A71	L70	0.456409814940602	no	#4A74A9
